course name,course_credits,course_code,course_desc,lecture_topic,assessment_plan,level_of_course,mandatory_prereqs,department,mid_eval,end_eval,project_eval,quiz_eval,assignment_eval
,,,,,,,,,,,,,
Singals _ Systems.xlsx,4,ECE 250,"This course introduces the concepts of continuous and discrete time signal representation, Linear Time Invariant Systems (LTI), Fourier series representation of periodic signals, continuous and discrete time Fourier transform, Laplace and Z-transforms and their application.","['Introduction: Signals - discrete and continuous time, basic representation; Classification of signals – Continuous/discrete; deterministic/random; even/odd, power, energy, periodic/aperiodic functions.', 'System properties – Linearity (L), time-invariance (TI), causality, memory, stability; Impulse response of LTI system, Convolution (continuous and discrete time)', 'Fourier series- for continuous time and discrete-time signal representation; properties of Fourier series; system transfer function and frequency domain analysis', 'Continuous Time Fourier transform (FT); properties; system transfer function; analysis using FT', 'Sampling and signal reconstruction', 'Discrete Time Fourier Transform (DTFT) ; properties; system transfer function; analysis using DTFT', 'Laplace Transform, ROC;  Properties of Laplace transform; Poles and zeros; Solution of differential equation using unilateral Laplace transform', 'Z-transform; ROC;  Properties of Z-transform; Poles and zeros; System analysis']","{'Type of Evaluation': '% Contribution in Grade', 'Attendance': 10, 'Quiz': 15, 'Assignment': 10, 'Project': 15, 'Mid-sem': 20, 'End-sem': 30}",2,MTH100 Maths I,ECE,20,10,15,15,10
,,,,,,,,,,,,,
SKETCHING COMMUNICATION NARRATIVES Course Description_ Nov 2019 .xlsx,4,DES5xx,"Sharing stories has been the most important way of communication since the early ages of mankind. Cave paintings, books, cinema, more recently an array of digital mediums; all of which are examples of narratives help to communicate, emotional connect, empthise, or even understand ideas, concerns and concepts.  According to anthropologist, Mary C. Bateson, ""the human species thinks in metaphors and learns through stories."" Metaphors help human's to understand abstract concepts.

Design can be distinguished by a particular cognitive style. Gedenryd (1998)'s work in cognitive science, makes it clear that sketching is fundamental in design process. Besides the ability to make sketches, a designer's use of them is a distinct skill that develops with practice, and is fundamental to their cognitive style. 

Sketching in design is not limited to using pencil on paper, it is an exercise of imagination and understanding (mental and experiential). Sketching in interaction design is analogous to traditional sketching in design, it needs to capture the essence of design concepts around transitions, dynamics, feel, phrasing, and all other unique attributes of interactive systems. Sketching in interaction design has a variety of attributes which make its purpose more clear, namely, quick, timely, inexpensive, disposable, plentiful, clear vocabulary, minimal detail, suggest and explore rather than conform and ambiguity.","['CLASS 1. Visual Thinking \n– Sketching from Observation', 'CLASS 2. Visual Thinking  \n– Seeing from Observation', 'CLASS 3. Visual Abstraction \n– Meaning Making', 'CLASS 4. Visual Abstraction\n– Sketching Abstraction', 'CLASS 5. Stories for Humans \n– Character Development', 'CLASS 6. Facial Expression \n– Expressive Traits', 'CLASS 7. Hand Gestures\n– Expressive Gestures', 'CLASS 8. Body Language \n– The Outer & Inner Self', 'CLASS 9.  Relationships\n– The Self & the Other', 'CLASS 10. Emotional Communication \n– Empathy with the Other', 'CLASS 11. Writing with Visuals \n– Developing a Visual Vocabulary', 'CLASS 12. Drawing with Words \n– Communicating through Visuals', 'CLASS 13. Sketching Sensory Perceptions\n– Human Sensors', 'CLASS 14. Sketching Concepts\n– Translating Intangibles to Tangibles', 'MID SEMESTER EXAM ', 'CLASS 15. Auditory Storytelling \n– Audio Medium of Narratives', 'CLASS 16. Auditory Storytelling \n– Audio Medium of Narratives', 'CLASS 17. Storytelling \n– 1 Frame Story ', 'CLASS 18. Storytelling\n – 3 Frame Story ', 'CLASS 19. Storytelling \n– 5 Frame Story ', 'CLASS 20. Storytelling \n– 7 Frame Story', 'CLASS 21. END TERM PROJECT \n', ""CLASS 22. END TERM PROJECT CONT'D \n"", ""CLASS 23.  END TERM PROJECT CONT'D "", ""CLASS 24. END TERM PROJECT CONT'D "", ""CLASS 25. END TERM PROJECT CONT'D \n"", 'CLASS 26. END TERM PROJECT ']","{'Type of Evaluation': '% Contribution in Grade', 'Attendance': 10, 'Quiz': 15, 'Assignment': 10, 'Project': 15, 'Mid-sem': 20, 'End-sem': 30}",5,"DESIGN DRAWING & VISUALISATION (DES 202)
VISUAL DESIGN & COMMUICATION (DES 201)",DES,20,10,15,15,10
,,,,,,,,,,,,,
Social and Political Philosophy.xlsx,4,DES5xx,"This course will introduce students to some of the fundamental debates in contemporary social and political philosophy. It will cover a range of concepts, theories, ideas, and thinkers, and their relevance in current contexts. The course will have two parts.  In the first part we will explore the philosophical debates in the Western Political Theory tradition and discuss philosophical positions on Utilitarianism, Equality, Libertarianism, Marxism, Multiculturism, and Feminism. The second part of the course will focus on debates in the Indian political theoretical tradition. This part will engage with debates on religion, freedom, and equality within the Indian context and apply it to important contemporary social and political questions. ","['Introduction to social and political philosophy- the key questions', 'Utilitarianism', 'Liberal Equality ', 'Libertarianism', 'Marxism', 'Communitarianism', 'Multiculturalism', 'Feminism', ' What is Indian political Theory (IPT)', 'Debates on Equality in IPT', 'Debates on Freedom in IPT', 'Debates on Religion in IPT', 'Revisions and Presentations']","{'Type of Evaluation': '% of contribution to the final grade ', 'Assignments': 0.3, 'Response papers': 0.2, 'Presentations': 0.25, 'Online participation': 0.05, 'End exam': 0.2}",5,"DESIGN DRAWING & VISUALISATION (DES 202)
VISUAL DESIGN & COMMUICATION (DES 201)",DES,,20,,,30
,,,,,,,,,,,,,
Social Psychology.xlsx,4,DES5xx,"The course is an exploration of the prevailing theories, topics and empirical methods in the study of Social Psychology. It will specifically focus on five main areas: (1) the science of Social Psychology and its theoretical foundations, (2)research methods used in Social Psychology research, (3) the individual in context to the social world, (4) an individual's impact on another individual or group/s, and (5) The dynamics of social relationships.","['History and Foundations of Social Psychology', 'Research Methods in Social Psychology', 'Individual and the Social World ', 'Understanding Others ', 'Social Judgement and Moral Decision Making', 'Attitudes, Behavior and Rationalization ', 'Processes of Influencing Others ', 'Human Emotions ', 'Persuasion, Advertizing, Behaviour Change  ', 'Relationships', 'Discrimination, Stereotyping, Stigma, and Prejudice ', 'Help, Hurting and Cooperation', 'Groups /Group Behaviour ']",{},5,,DES,,,,,
,,,,,,,,,,,,,
Sociological Theory.xlsx,4,SOC210,"Sociology is a fundamental social science that builds an understanding of the dynamics of an increasingly complex world. As a discipline it fosters an understanding not merely of the social element of human life but of how economic, social and political arrangements intersect to create and transform institutions, groups and communities of which we are a part. To that end a fundamental course in Sociological Theory will build an understanding on some of the big questions we confront today- globalisation, the entrenchement of information technology in our lives , the rise of social inequalities and an increased concern for the environment.
The course will do this by turning to classical sociological theories that offer us an ‘epic theory’ to understand the development of the modern world. The second half of the course will focus on contemporary issues and theories tracing their links to and away from the classical approaches. A study of theory of theory will allow students to critically analyse the development of values and institutions that have been the foundation of modern society both in India and across the world.
","['The Emergence of Sociology ', 'Durkheim: Structure and Society- Social Facts', 'Durkheim: Division of Labour in Society', 'Marx: The Materialist Conception of History', 'Marx: Capitalism and Alienation in a Modern World ', 'Georg Simmel: Theorising Modernity', 'Weber: The Interpretative Tradition of Sociology', 'Weber: Capitalism as a Social Phenomenon', 'Foucault: Power, Surveillance and Technologies of Self', 'Zygmunt Bauman:Modernity, Post Modernity and Globalistion', 'Zygmunt Bauman: Inequality in the Contemporary World', 'Gerda Lerner & Angela Davis: Emergenceand Development  of Patriarchy', 'Course Conclusion']","{'Type of Evaluation': '% Contribution in Grade', 'Quiz': 20, 'Class Participation (Attendance)': 10, 'Assignments/Submissions': 20, 'Mid Semester Exam': 25, 'End Semester Exam': 25, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Book': 'Foucault, Michel.1975. Discipline and Punish: The Birth of the Prison. Vantage Books: New York', 'Other appropriate resources will be assigned by the instructor': None}",2,SOC201,SOC,25,10,,20,20
,,,,,,,,,,,,,
Solid State Devices.xlsx,4,ECE 518,"This course provides fundamental knowledge required for many other courses in Analog, digital and Mixed signal IC design (Analog CMOS Circuit Design, Mixed Signal Design, Low Power Design and Digital VLSI Design). The course starts with an overview of semiconductors and their conduction mechanism. Then explains PN junction formation and operation of various types of two terminal semiconductor devices and BJTs. The discussion will be extended to MOSCAP and MOSFETs, which are very important elements in the modern IC design. In addition MOSFET short channel effects will also be explained as they are becoming highly significant with technology scaling.  Fabrication process will also be covered. ","['Introduction to Semiconductors, Energy bands, intrinsic and extrinsic Silicon Carrier transport in Silicon: Diffusion current, drift current, mobility, Resistivity, Generations and recombination of carriers, excess carriers (6) ', 'PN junction diode ideal and non-ideal characteristics \nForward bias, reverse bias, breakdown, tunneling, ohmic contacts, near ohmic contacts (6)', ' Schottky diode, Light emitting diode, photo diode  BJTs: IV characteristics, small signal model, high frequency models, breakdown (6)', 'MOS capacitors, MOSFET ideal and non-ideal characteristics, inversion, accumulation, threshold voltage, small signal models, triode and saturation, sub-threshold conduction  (12) ', '  Device fabrication, Short channel effects: Charge sharing, DIBL, velocity saturation, hot carriers (9)']","{'Type of Evaluation': '% Contribution in Grade', 'Mid-Sem': 20, 'Assignment': 10, 'Quiz': 10, 'Group Seminar': 20, 'End-sem': 40}",5,Basic Knowledge on semiconductors,ECE,20,40,,10,10
,,,,,,,,,,,,,
Spatial Statistics and Spatial Econometrics.xlsx,4,ECO324/524,"The purpose of this course is to introduce the standard spatial-analytic framework for analyzing spatial data and its target audience are social scientists and engineers. In the past decade or so, much interest has grown in the area due to readily-available spatially-delineated data, particularly when in 2008 the U.S. Geological Survey stopped charging for its high-resolution LANDSAT archive. However, spatial data and spatial relationships necessitate the use of analytic tools beyond the standard statistical methods such as OLS. The role of spatial autocorrelation (also known as multidimensional autocorrelation) in spatial datasets is a focus of this course. In addition, we will ask: how and why does spatial autocorrelation arise; how is it measured and understood; how does it relate to issues of spatial heterogeneity and spatial dependence; and how these factors inform the specification and estimation of regression models. Specific modeling techniques include spatial autocorrelation measures (Moran's I, Geary's C), spatial regression models.",[],{'Type of Evaluation': '% Contribution in Grade'},5,Econometrics I (ECO321),ECO,,,,,
,,,,,,,,,,,,,
SpecialTopicsInComputerVision_Final.xlsx,2,CSE 5XX,This is an advanced course on Computer Vision offered to undergraduate and graduate students. The goal is to develop an understanding of a few selected topics in computer vision and enable students to understand and develop applications using existing tools. Students will be given theoretical and programming assignments targeted towards solving real-world computer vision problems.,"['Review of Image Processing ', 'Introduction to Compuuter Vision', 'Local Features Extraction', 'Global Features Extraction', 'Interactive Segmentation ', 'Superpixel Segmentation ', 'Object Co-segmentation ', 'Semantic Segmentation ', 'Video Object Segmentation', 'Video Object Tracking', 'Action Recognition', 'Emotion Recognition', 'Structure from Motion', '3D Reconstruction']","{'Type of Evaluation': '% Contribution in Grade', 'Assignment': 40, 'Quiz': 20, 'End-sem': 40}",5,Image Analysis (CSE),CSE,,40,,20,40
,,,,,,,,,,,,,
Speech Recognition and Understanding.xlsx,4,ECE557,This is an introductory course on Speech Recognition and Understanding offered to undergraduate and graduate students. The goal is to develop understanding of traditional as well as contemporary speech processing techniques and enable students to develop applications using existing tools. Students will be given assignments targeted towards solving real-world speech recognition and synthesis problems. Groups of two or three will do a course project and show a demonstration at the end of the semester.,"['Introduction to speech processing', 'Review - DSP, Probability and Classification', 'Speech production fundamentals', 'Filter Banks and Spectrograms', 'MFCC feature representations of Speech', 'GMM based acoustic modeling', 'Fundamentals of Speech Recogntion', 'Hidden Markov Models for Automatic Speech Recognition (ASR)', 'Evaluation of ASR ', 'Language Models N-Gram', 'Deep Learning Models for ASR', 'End-to-End Speech Recognition', 'Speaker Recognition', 'Overflow', 'Mid-sem Exam', 'Text-to-Speech System Organization', 'Text parsing for TTS', 'Part of Speech Tagging', 'Grapheme to Phoneme', 'Prosody Prediction from Text', 'HMM based parametric speech synthesis ', 'Unit Selection based speech synthesis']","{'Type of Evaluation': '% Contribution in Grade', 'Assignment': 30, 'Project': 30, 'Quiz': 5, 'Mid-sem': 15, 'End-sem': 20, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': 'Jurafsky, Martin, ""Speech and Language Processing""', 'Reference': 'Paul Taylor, ""Text-to-Speech Synthesis""'}",5,Signals & Systems,ECE,15,20,30,5,30
,,,,,,,,,,,,,
Statistical Machine Learning.xlsx,4,CSE342/CSE542,"This course will introduce students to salient topics in machine learning and pattern classification. Fundamentals and advanced theoretical and mathematical concepts related to classification techniques and learning paradigms will be discussed. The programming assignments will provide hands-on experience of implementing some of these techniques. The project component of this course will test the student's ability to design, apply, and evaluate classifiers on appropriate datasets. The application domain for the projects will be from diverse areas such as object recognition, handwritten character recognition, and emotion recognition. ","['Mathematical review, Introduction to Pattern Recognition and Evaluation Metrics', 'Bayesian Decision Theory', 'Parameter Estimation', 'Discriminant Analysis: PCA, LDA, ICA', 'Parameter Estimation: MLE, MAP, EM', 'Non-parametric Estimation - Voronoi, Parzen Windows', 'Hidden Markov Models', 'Neural Networks', 'Ensembles: Bagging, Boosting, Consistency of classifiers', 'Unsupervised Learning, Non-parametric Regression']","{'Type of Evaluation': '% Contribution in Grade', 'Quiz': 10, 'Assignment': 25, 'Mid-sem': 15, 'Project': 30, 'End-sem': 20, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': 'Pattern Classification by David G. Stork, Perter E. Hart and Richard O. Duda', 'Reference': 'Pattern Recognition and Machine Learning by Christopher Bishop'}",5,MTH201 Probability & Statistics,CSE,15,20,30,10,25
,,,,,,,,,,,,,
Statistical Signal Processing.xlsx,4,ECE 452/552,"This post graduate course is designed to cover techniques for statistical signal processing, detection and parameter estimation. It will briefly review the preliminaries on linear algebra and statistics. The rest of the course is broadly divided into three parts. The first part    will deal with the design, implementation and performance evaluation of detectors; this would cover composite and M-ary hypothesis testing. The second part of the course deals with estimation techniques like Maximum Likelihood, MAP and MMSE estimation. The third part introduces adaptive filtering approaches; this will cover stochastic and data-driven approach with emphasis on least squares based techniques. Homework will be a mix of theory and programming assignments.","['Linear Algebra & Prob Review', 'Sufficient Statistics & Significance Testing', 'MMSE, CRLB, MVUE', 'General MVUE, BLUE', 'MLE, MAP Estimation', 'NP Detector, LRT, ROC Curves', 'Generalized Matched Filters, Estimator-Correlator', 'Estimator-Correlator & GLRT', 'Wiener Filtering, Steepest Descent', 'LMS Adaptive Filters, Variants of Least Squares', 'RLS, Kalman Filtering', 'Robust Least Squares', 'Overflow']","{'Type of Evaluation': '% Contribution in Grade', 'Assignment': 30, 'Quiz': 30, 'Mid-sem': 20, 'End-sem': 20, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': 'Adaptive Filter Theory – Simon Haykin, 4th Ed.', '& 2) – Steven Kay': None}",5,Signals & Systems,ECE,20,20,,30,30
,,,,,,,,,,,,,
Statistical_Computation.xlsx,4,CSE609,"The objective of this course is to provide knowledge about concepts and methods of statistical analysis. Data can be generated by machine or manually collected during surveys. All kinds of data-sets need analysis to the point such that we can make conclusions about the trend in the data. Hence robust statistical modelling is often needed. Recently multiple kinds of statistical modelling approach have been suggested.Hence it become important to understand computational implentation and aspects of such  approaches. This course is also meant for post graduate students without advanced knowledge of statistics. This course start from computational aspects of basic statistical modelling. Then towards the end, it introduces more complicated statistical modelling methods which are often required in many fields.","['Basics of Data Comprehension,  Visualisation ', 'Computational simulation and understanding of concept of Samples and Populations, Sampling Distribution: Student-t, Chi-square ', 'Understanding mathematics of theoretical distributions and their application in computation', 'Computational implementation and utility of  distribution Fitting, Hypothesis testing,  Parametric tests', 'Computational application of Limit theorems and bounds, Non-parametric tests', 'Computational approach for Parameter estimation, MAP, RANSAC ', 'Computational approach for Parameter estimation contd.', ' Joint distributions', ' Joint distributions and missing values', 'Approximate inference , Expectation propagation', 'Structure estimation, model selection, theory of MDL and BIC', 'Structure estimation contd', 'Project presentations']","{'Type of Evaluation': '% Contribution in Grade', 'Mid-Sem': 20, 'Assignments': 40, 'End-Sem': 30, 'Presentation': 10, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': 'Doing Bayesian Data Analysis (J.K. Kruschke)', 'Textbook and link': 'Quick-R (by   Robert I. Kabacoff)', 'Testbook': ' Introduction to Statistical Computing: A Simulation‐based Approach, Author(s): Jochen Voss'}",6,MTS201 (Probability and Statistics),CSE,20,30,,,40
,,,,,,,,,,,,,
Stochastic Processes and Applications.xlsx,4,MTH371,"This is a second course in Probability Theory and Stochastic Processes. It assumes a background in elementary probability theory which will be reviewed and overviewed initially. The course then develops the necessary mathematics and intuition to understand discrete and continuous stochastic processes. Students will learn not merely results but proofs as well. This will help students firmly understand the underlying mathematics and provide the intuition for setting up a model in a specific application or a problem. These problems can be from diverse fields such as engineering, physics, operations research, economics, finance, or statistics.","['Review of probability; Bernoulli process; conditional expectations; moment generating functions; Markov and Chebyshev inequalities; central limit theorem', 'Poisson process; Gaussian process; covariance matrices and properties; finite Markov chains', 'Renewal theory: basics, discrete version, Blackwell and other theorems', 'Continuous time Markov chains: basics, birth-death chains, reversibility, uniformizability ', 'Random Walks and Martingales', 'Special topics including real-world applications']","{'Type of Evaluation': '% Contribution in Grade', 'Homework': 20, 'Quiz': 10, 'Mid-sem': 30, 'End-sem': 40}",3,MTH 201 (Probability & Statistics),MTH,30,40,,10,
,,,,,,,,,,,,,
"Systems Analysis, Design and Requirements Engineering.xlsx",4,CSE5xx,"System analysis, design and requirements engineering course deals with planning the development of software systems through analysing, understanding, specifying and designing the different components of the software system and how they work together. Software development teams usually solve business problems through analyzing the requirements and designing systems by applying analysis and design techniques. This course deals with the concepts, skills, taxonomies, techniques, theories, and cognitive perspectives essential for the same. 
Students would understand various theories of software engineering and apply them in analyzing and designing software systems. Requirements derived will be used to develop abstraction of user-centered designs at conceptual level with focus on human psychological (cognitive) aspects. Emphasis is mainly placed on the various software engineering process theories and taxonomies that would help explain and understand (and sometimes predict) how and when an (SE) entity changes and develops. ","['An introduction to software analysis and traditional methods of software development - The need to move away!', 'Modern (empirical) approach to software development / Theories of software development and software design.', 'Same as Week 2', 'An introduction to various Agile software development approaches.', ""Software requirements and requirements engineering - \nWhat's requirements and what's not!"", 'Requirement analyses and user-centered designing. Epistemological\nand ontological challenges to RE.', 'Understanding creativity in software and software development', 'Techniques and (in-class) tutorial to improve creativity in software designs', 'Introduction (and challenges) to develop software process theories. ', 'Human (behavioral and psychological) aspects of software engineering (Theory of cognitive biases)', 'Introducing an Empirical Model of Design', 'Student presentations', 'Student presentations']","{'Type of Evaluation': '% Contribution in Grade', 'Pre-reading Quizzes': 10, 'In class Quizzes': 10, 'Homework Assignments': 10, 'Mid-Sem': 20, 'End-Sem': 30, 'Term Project and Report': 20, '*Please insert more row for other type of Evaluation': None}",5,,CSE,20,30,20,10,10
,,,,,,,,,,,,,
Theatre Appreciation.xlsx,4,SSH211,Studying Theories propounded by Masters of Theatre and their lives and influences. The course is designed not only to give a theoretical appreciation of theatre but it will be largely interspersed with class room improvisations and voice and movement exercises so that the students have a hands-on understanding right from the start,"['Introduction to Theatre, Dos and Donts', 'Jerzy Grotowsky. Theoretical understanding of his Thespian life of and techniques', 'Badal Sircar. Theoretical understanding of his Thespian life and techniques', 'Voice exercises, practicing mime and movement, Theatre Games', 'Solo Mime Performances by Students, Mid Term Mime Play Project', 'Dramatic reading of a classic western play by students', 'Studying concepts proposed by Constantine\xa0Stanislavsky ', 'Study of Theatrical concepts like Constructivism, Socialist Realism, Pavlovian Psychology etc', 'Dramatic reading of a contemporary play by a significant Indian playwrights', 'Theatrical improvisations in class based on Stanislavsk’s Method Acting', 'Dramatic reading of a contemporary play by a significant Indian playwrights', 'End Sem Play Project. ', 'Class Room Guidance for Public Performances']","{'Type of Evaluation': '% Contribution in Grade', 'INDIVIDUAL WORK': None, 'Mid Sem Exam': 0.2, 'End Sem Exam': 0.2, 'Class Participation and Attendance': 0.1, 'Individual Performances': 0.1, 'TEAM WORK': None, 'Mime Play Project': 0.2, 'Vocal Play Project': 0.2, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': None, 'Class Notes': 'about Theatre Masters\xa0Jerzy Grotowsky, Badal Sircar\xa0and\xa0Constantine\xa0Stanislavsky, Moliere etc'}",2,,SSH,20,20,20,,
,,,,,,,,,,,,,
Theories of Ethics.xlsx,4,SSH211,"The history of Ethics in the western philosophical tradition has witnessed a fundamental shift in its set of concerns and its basic approach in modernity that marks a ‘decisive break’ in relation to its point of departure in ancient Greek thought. This shift, broadly characterized, consists in moving from the question of what constitutes a ‘good life’—one that is conducive to the fullest realization of human potentiality, to what constitutes ‘right’ or ‘wrong’ action.  
    This course will articulate and analyse the major ethical theories and approaches in the Western tradition in light of this shift. Such a broad historical perspective would allow students to apprehend why for instance, the preoccupation with the ‘Good’ gives rise to ethics of a particular ‘shape’, namely, ‘virtue ethics’; whereas the questions of ‘right’ and ‘wrong’, along with the procedural mode of their determination, emerge in the context of Enlightenment modernity, and the ‘disenchantment of nature’ that it brings in its wake. If ethics, under conditions of modernity, is compelled to take a more procedural form, as a reaction to ethical scepticism and the evisceration of ‘ethical content’ that the deracination of God from nature, hence of purposiveness in nature, entails, then the issue of what remains of the ‘old’ in the ‘new’, of the ancient in the modern, also surfaces. These themes would be pursued in different modalities, by raising, for instance, the problematic of the (privileged) ontological status of the ‘human’ (as opposed to the ‘animal’), in the modern discourse on ‘Human rights’.  
","['Introduction: What is Metaethics? Theoretical and Historical approaches\n\n', 'Introduction: Continued\n\n', 'Ethical Theories: Virtue Ethics and the Natural Rights Tradition', 'Virtue Ethics, Continued', 'Ethical Theories: Consequentialist Theories: Utilitarianism', 'Utilitarianism, Continued', 'Utilitarianism, Continued', 'Deontological Ethics: The Kantian tradition ', 'Deontological Ethics: Kant Continued', ""Deontological Ethics: Rawls and the 'Veil of Ignorance' "", ""Deontological Ethics: Amartya Sen's critique of Rawls and theories of justice in the 'transcendental style'  "", 'Peter Singer on animal rights', 'Further issues in contemporary ethics']",{'Type of Evaluation': '% of contribution to the final grade '},2,,SSH,,,,,
,,,,,,,,,,,,,
Theory and Practice of Engineering Ethics.xlsx,4,SSH222,"The history of Ethics in the western philosophical tradition has witnessed a fundamental shift in its set of concerns and its basic approach in modernity that marks a ‘decisive break’ in relation to its point of departure in ancient Greek thought. This shift, broadly characterized, consists in moving from the question of what constitutes a ‘good life’—one that is conducive to the fullest realization of human potentiality, to what constitutes ‘right’ or ‘wrong’ action.  
    This course will articulate and analyse the major ethical theories and approaches in the Western tradition in light of this shift. Such a broad historical perspective would allow students to apprehend why for instance, the preoccupation with the ‘Good’ gives rise to ethics of a particular ‘shape’, namely, ‘virtue ethics’; whereas the questions of ‘right’ and ‘wrong’, along with the procedural mode of their determination, emerge in the context of Enlightenment modernity, and the ‘disenchantment of nature’ that it brings in its wake. If ethics, under conditions of modernity, is compelled to take a more procedural form, as a reaction to ethical scepticism and the evisceration of ‘ethical content’ that the deracination of God from nature, hence of purposiveness in nature, entails, then the issue of what remains of the ‘old’ in the ‘new’, of the ancient in the modern, also surfaces. These themes would be pursued in different modalities, by raising, for instance, the problematic of the (privileged) ontological status of the ‘human’ (as opposed to the ‘animal’), in the modern discourse on ‘Human rights’.  
","['Introduction to the course :  Purpose, objectives, scope, methods.\nWhy ethics for engineers?\nWhat is ‘meta-ethics’? Differences between meta-ethics and social systems of moral practice and prescription. \nWhy a meta-ethics course is not about producing ‘moral’ people, or ‘good’ engineers.\n', 'Introduction to Meta- Ethical theories. The role of ethical theory\nEgoism vs altruism: Hobbes, Locke, Rousseau, Gandhi.\nEmotivism\n', 'Consequentialist theories : definition.\nUtilitarianism: A discussion.\n', 'Non-consequentialist theories or deontological theories :\nEthics of duty and personhood. The first and third versions of Kant’s Categorical Imperative. Kant and the burglar scenario (from Gensler).\nKant, Buber and Levinas\nNon-consequentialist theories or deontological theories :\nEthics of rights and justice\n', 'Virtue ethics', 'Contemporary ethical theories:\nFeminist ethics\n', 'Absolutism vs. Relativism', 'Applications of ethical theory to technology:: Overview.\n', '\nSurveillance vs. freedom of expression in the cyber domain. Whistleblowing. Freedom of expression vs. ‘the right to be offended’.Is there such a thing as an ‘ethical’ hacker?\nApplication of ethical theories discussed, esp. utilitarianism and Kantian ethics.\n', '\nKant, Buber, Levinas and Sherry Turkle:  Discussion\n', 'The ethics of Social networking: Special focus on Facebook, Twitter, and other popular networking and blogging sites.', 'Ethical Decision making, models of ethical decision making\n\nInfluences on ethical decision making\nIndividual factors\nSituational factors\n', '\nVedantic Ethics: A Brief Overview.\n']",{},2,,SSH,,,,,
,,,,,,,,,,,,,
Theory of Computation.xlsx,4,CSE322,"The course gives an overview over basic formal grammars and abstract machine models used in Computer Science. In particular, finite automata, pushdown automata, context-free grammars and Turing machines are studied with respect to  their properties and limits. Based on Turing machines the concepts of decidability and recursive enumerability are introduced.","['Review of Discrete mathematics and machine models', 'DFA and NFA', 'DFA and NFA', 'Regular expressions', 'PDA and CFG', 'PDA and CFG', 'Turing Machine', 'TM Languages', 'Decidability and Enumerability', 'Reductions', 'Complexity classes', 'Other topics', 'Other topics']",{},3,Discrete Mathematics,CSE,,,,,
,,,,,,,,,,,,,
Topics in Adaptive Security.xlsx,2,CSE 6XX,"This course focuses on providing students an interactive discussion based learning platform for exploration of topics in adaptive cyber security. The learning will be through instruction, course project and more importantly through discussions on student(s) presentation of assigned research papers. The instruction part of the course will cover basic contents required to understand the course materials, including topics such as threat intelligence, situational awareness and real-time adaptive security. Through this course, students can learn the state of the art and open problems in adaptive cyber security, thus enhancing their potential to perform research or pursue a career in this emerging area.","['Refresher of basic concepts in Information Security and Machine Learning required for adaptive cybersecurity\nIntroduction to Adaptive Cybersecurity', 'Refresher of basic concepts in Information Security and Machine Learning required for adaptive cybersecurity\nIntroduction to Adaptive Cybersecurity', 'Dynamic Vulnerability Assessment', 'Advanced Topics in Moving Target Defense ', 'Advanced Topics in Dynamic Intrusion Detection and Prevention', 'Dynamic Threat Assessment/Intelligence and Predictive Analytics ', 'Proactive Cybersecurity and User Behavioral Modeling ']","{'Type of Evaluation': '% Contribution in Grade', 'Course Project': 30, 'Paper Presentation': 40, 'End-Sem': 30}",6,"CSE345/CSE545 Foundations of 
Computer Security (or) CSE350/CSE550 Network Security",CSE,,30,30,,
,,,,,,,,,,,,,
Topics in Number Theory.xlsx,4,MTH518,"The aim of this course is to introduce various topics in Number Theory such as Farey fractions, continued fractions,  partitions,  quadratic forms and geometry of numbers.","['Farey Fractions and Irrational Numbers: Farey sequences, Rational approximations, Irrational Numbers, Hurwitz’s Theorem. ', 'Continued Fractions: Finite continued fractions, convergents to a continued fraction, continued fractions with positive quotients, simple continued fractions, the representation of an irreducible rational fraction by a simple continued fraction, the continued fraction algorithm and Euclid’s algorithm, the difference between the fraction and its convergents, Infinite simple continued fractions, the representation of an irrational number by an infinite continued fraction, periodic continued fractions, representation of quadratic surds by continued fractions, Approximation by convergents, Hurwitz’s Theorem, Pell’s Equation.', 'Partitions: Partitions of Numbers, Generating functions, Geometric representations, Two theorems of Euler and further algebraic identities, Jacobi’s triple product identity and its special cases, congruence properties of p(n), The Rogers-Ramanujan identities, Ramanujan’s continued fraction.', 'Quadratic forms: Positive quadratic forms, Equivalence of quadratic forms, Hermite’s Theorem, Sums of squares.', 'Geometry of Numbers: Blichfeldtz’s Principle, Minkowski’s Convex Body Theorem and its applications.']","{'Type of Evaluation': '% Contribution in Grade', 'Quiz': 30, 'Mid-sem': 30, 'End-sem': 40, '*Please insert more row for other type of Evaluation': None, 'Resource Material': None, 'Type': 'Title', 'Textbook': 'G. H. Hardy and E. M. Right, An Introduction to the theory of numbers, Oxford University Press.'}",5,MTH211 (Number Theory) or equivalent,MTH,30,40,,30,
,,,,,,,,,,,,,
